Brand,Model_Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_kmpl,Mileage_km/kg,Power_m,Engine_m
Audi,Q7,Bangalore,2014,45000,Diesel,Automatic,2,7.0,37.9,12.07,0.0,241.4,2967.0
Hyundai,i10,Delhi,2010,62000,Petrol,Manual,1,5.0,2.4,20.36,0.0,78.9,1197.0
Hyundai,i20,Chennai,2014,41681,Petrol,Manual,1,5.0,4.55,17.0,0.0,80.0,1197.0
Maruti,Swift,Delhi,2011,69313,Petrol,Manual,2,5.0,2.65,17.5,0.0,85.8,1197.0
Tata,Indica,Pune,2017,49000,Diesel,Manual,2,5.0,1.6,25.0,0.0,69.0,1396.0
BMW,5,Coimbatore,2012,40471,Diesel,Automatic,2,5.0,25.72,16.2,0.0,235.0,2993.0
Maruti,Swift,Ahmedabad,2013,60000,Diesel,Manual,1,5.0,4.15,22.9,0.0,74.0,1248.0
Ford,Freestyle,Jaipur,2018,1001,Petrol,Manual,1,5.0,7.23,19.0,0.0,94.68,1194.0
Hyundai,Verna,Bangalore,2008,38000,Petrol,Manual,2,5.0,2.6,13.9,0.0,103.2,1599.0
BMW,3,Mumbai,2008,66000,Diesel,Automatic,2,5.0,7.25,16.07,0.0,181.0,1995.0
Toyota,Innova,Kochi,2017,33901,Diesel,Manual,1,8.0,14.29,12.8,0.0,102.0,2494.0
Mercedes-Benz,New,Hyderabad,2011,57000,Diesel,Automatic,2,5.0,17.25,14.94,0.0,204.0,2143.0
Hyundai,Elantra,Pune,2013,170000,Diesel,Manual,1,5.0,7.5,22.54,0.0,126.2,1582.0
Maruti,Ritz,Hyderabad,2014,60000,Diesel,Manual,1,5.0,4.35,23.2,0.0,73.94,1248.0
Maruti,Vitara,Pune,2016,85000,Diesel,Manual,1,5.0,8.9,24.3,0.0,88.5,1248.0
Hyundai,Xcent,Kolkata,2016,146000,Petrol,Manual,2,5.0,3.5,19.1,0.0,82.0,1197.0
Honda,City,Kolkata,2014,56002,Diesel,Manual,1,5.0,6.1,26.0,0.0,98.6,1498.0
Renault,KWID,Mumbai,2016,8554,Petrol,Manual,1,5.0,3.2,25.17,0.0,53.3,799.0
Toyota,Etios,Jaipur,2014,62322,Diesel,Manual,1,5.0,4.9,23.59,0.0,67.06,1364.0
Maruti,Alto,Kochi,2015,37929,Petrol,Manual,1,5.0,3.69,24.07,0.0,67.1,998.0
Tata,Tiago,Chennai,2016,5400,Petrol,Manual,1,5.0,3.98,23.84,0.0,84.0,1199.0
Hyundai,i20,Kolkata,2013,60000,Diesel,Manual,1,5.0,2.95,21.9,0.0,90.0,1396.0
Audi,A4,Kochi,2014,55730,Diesel,Automatic,1,5.0,15.21,16.55,0.0,147.51,1968.0
Maruti,Swift,Hyderabad,2015,62000,Diesel,Manual,1,5.0,6.3,28.4,0.0,74.0,1248.0
Volkswagen,Ameo,Kochi,2017,14576,Petrol,Manual,1,5.0,6.69,17.0,0.0,73.75,1198.0
Honda,BRV,Mumbai,2017,17000,Petrol,Automatic,1,7.0,9.5,16.0,0.0,117.3,1497.0
Hyundai,i20,Mumbai,2009,28000,Petrol,Manual,1,5.0,2.65,17.0,0.0,80.0,1197.0
Hyundai,Santa,Ahmedabad,2012,58200,Diesel,Manual,1,7.0,7.5,14.66,0.0,194.3,2199.0
Honda,City,Bangalore,2002,53000,Petrol,Manual,2,5.0,1.85,18.0,0.0,110.0,1611.0
Maruti,Celerio,Kochi,2018,12278,Petrol,Automatic,1,5.0,5.63,23.1,0.0,67.04,998.0
Hyundai,Creta,Coimbatore,2018,17665,Petrol,Manual,1,5.0,11.78,15.8,0.0,121.3,1591.0
Tata,Indica,Hyderabad,2004,200000,Diesel,Manual,2,5.0,0.85,17.88,0.0,52.8,1396.0
Volkswagen,Vento,Mumbai,2011,55893,Petrol,Manual,1,5.0,3.35,15.04,0.0,103.6,1598.0
Maruti,Celerio,Kochi,2015,60586,Petrol,Manual,1,5.0,4.11,23.1,0.0,67.04,998.0
Mercedes-Benz,CLA,Ahmedabad,2015,13500,Diesel,Automatic,1,5.0,25.51,17.9,0.0,136.0,2143.0
Maruti,Alto,Jaipur,2017,30000,Petrol,Manual,1,5.0,3.1,22.74,0.0,47.3,796.0
Ford,Endeavour,Delhi,2018,12000,Diesel,Automatic,1,7.0,33.5,10.91,0.0,197.0,3198.0
Tata,Zest,Kolkata,2017,65000,Petrol,Manual,1,5.0,4.8,17.57,0.0,88.7,1193.0
Volkswagen,Vento,Kolkata,2014,38000,Petrol,Manual,1,5.0,3.49,16.09,0.0,103.5,1598.0
Maruti,Ertiga,Mumbai,2012,25000,Petrol,Manual,2,7.0,5.15,17.5,0.0,91.1,1373.0
Mercedes-Benz,M-Class,Mumbai,2011,100000,Diesel,Automatic,1,5.0,14.41,14.0,0.0,224.0,2987.0
Volkswagen,Polo,Mumbai,2014,13710,Petrol,Manual,1,5.0,4.75,16.2,0.0,74.0,1199.0
Toyota,Fortuner,Jaipur,2015,100000,Diesel,Automatic,1,7.0,19.0,12.55,0.0,168.5,2982.0
Maruti,Celerio,Hyderabad,2017,17000,Petrol,Manual,1,5.0,4.9,23.1,0.0,67.04,998.0
BMW,3,Chennai,2008,89000,Diesel,Automatic,2,4.0,6.3,16.07,0.0,181.0,1995.0
Honda,City,Jaipur,2006,100173,Petrol,Manual,2,5.0,2.4,16.9,0.0,100.0,1497.0
Mitsubishi,Cedia,Pune,2009,97000,Petrol,Manual,1,5.0,3.0,13.17,0.0,114.0,1999.0
Renault,Pulse,Delhi,2016,40190,Petrol,Manual,1,5.0,4.25,18.06,0.0,74.93,1198.0
Volkswagen,Polo,Hyderabad,2016,29647,Diesel,Manual,1,5.0,6.3,20.14,0.0,88.0,1498.0
Maruti,Baleno,Kochi,2018,43639,Petrol,Manual,1,5.0,8.15,21.1,0.0,100.0,998.0
Hyundai,i10,Kochi,2012,37333,Petrol,Manual,1,5.0,3.22,20.36,0.0,78.9,1197.0
Hyundai,i20,Kochi,2018,48407,Petrol,Manual,1,5.0,7.65,18.6,0.0,81.83,1197.0
BMW,Z4,Delhi,2011,25000,Petrol,Automatic,1,2.0,30.0,10.37,0.0,306.0,2979.0
Hyundai,i10,Pune,2010,72400,Petrol,Manual,2,5.0,2.3,20.36,0.0,78.9,1197.0
Mini,Cooper,Delhi,2012,18000,Petrol,Automatic,1,4.0,22.0,13.6,0.0,181.0,1598.0
Honda,Brio,Pune,2012,65167,Petrol,Manual,1,5.0,3.28,19.4,0.0,86.8,1198.0
Maruti,Ciaz,Kochi,2016,25418,Petrol,Manual,1,5.0,7.09,20.73,0.0,91.2,1373.0
Maruti,Swift,Coimbatore,2013,38995,Diesel,Manual,1,5.0,6.46,19.3,0.0,73.9,1248.0
Volkswagen,Polo,Chennai,2012,60000,Diesel,Manual,1,5.0,4.0,22.07,0.0,73.9,1199.0
BMW,X1,Delhi,2011,72000,Diesel,Automatic,1,5.0,11.0,17.05,0.0,184.0,1995.0
Audi,Q7,Coimbatore,2016,31075,Diesel,Automatic,2,7.0,49.79,12.07,0.0,241.4,2967.0
Ford,Figo,Kolkata,2015,4311,Diesel,Manual,1,5.0,4.8,25.83,0.0,99.0,1498.0
BMW,3,Bangalore,2017,21000,Diesel,Automatic,1,5.0,35.0,21.76,0.0,190.0,1995.0
Mercedes-Benz,M-Class,Bangalore,2011,54000,Diesel,Automatic,1,5.0,21.99,14.0,0.0,224.0,2987.0
Maruti,Wagon,Mumbai,2007,50000,Petrol,Manual,2,5.0,1.1,17.3,0.0,64.0,1061.0
Maruti,Baleno,Delhi,2018,13000,Petrol,Manual,1,5.0,6.6,21.4,0.0,83.1,1197.0
Maruti,Dzire,Pune,2013,74000,Petrol,Manual,1,5.0,4.5,22.0,0.0,81.8,1197.0
Chevrolet,Aveo,Pune,2009,75000,Petrol,Manual,2,5.0,1.0,14.7,0.0,76.0,1150.0
Volkswagen,Polo,Chennai,2017,25000,Diesel,Manual,1,5.0,6.9,20.14,0.0,88.0,1498.0
Land,Rover,Hyderabad,2012,139000,Diesel,Automatic,1,5.0,16.75,18.0,0.0,115.0,2179.0
Audi,Q5,Mumbai,2015,52000,Diesel,Automatic,1,5.0,25.49,14.16,0.0,174.3,1968.0
Audi,A6,Chennai,2015,20000,Diesel,Automatic,1,5.0,35.5,18.53,0.0,187.74,1968.0
Hyundai,Grand,Kochi,2018,32663,Diesel,Manual,1,5.0,6.28,24.0,0.0,73.97,1186.0
Mahindra,Scorpio,Delhi,2012,76777,Diesel,Manual,2,8.0,4.88,12.05,0.0,120.0,2179.0
Tata,Bolt,Hyderabad,2016,100303,Diesel,Manual,1,5.0,3.7,22.95,0.0,74.0,1248.0
Hyundai,EON,Kochi,2015,43993,Petrol,Manual,1,5.0,3.45,21.1,0.0,55.2,814.0
Mahindra,Scorpio,Kochi,2016,72118,Diesel,Manual,1,8.0,10.23,15.4,0.0,120.0,2179.0
Honda,Accord,Bangalore,2010,83000,Petrol,Automatic,2,5.0,6.5,11.1,0.0,142.0,2354.0
Volkswagen,Polo,Mumbai,2016,7523,Petrol,Manual,1,5.0,6.15,16.2,0.0,74.0,1199.0
Maruti,Eeco,Mumbai,2014,34670,Petrol,Manual,1,7.0,2.9,15.1,0.0,73.0,1196.0
Hyundai,Grand,Ahmedabad,2016,30000,Diesel,Manual,1,5.0,5.5,24.0,0.0,70.0,1120.0
Ford,Endeavour,Chennai,2017,17000,Diesel,Automatic,1,7.0,31.0,10.91,0.0,197.0,3198.0
Hyundai,Grand,Delhi,2015,59261,Diesel,Manual,1,5.0,4.25,24.0,0.0,73.97,1186.0
Maruti,Swift,Kochi,2016,65210,Diesel,Manual,1,5.0,5.48,22.9,0.0,74.0,1248.0
Hyundai,i20,Bangalore,2016,19000,Petrol,Manual,1,5.0,7.25,18.6,0.0,81.83,1197.0
Maruti,Swift,Hyderabad,2012,50000,Petrol,Manual,1,5.0,3.0,17.5,0.0,85.8,1298.0
BMW,3,Hyderabad,2015,47000,Diesel,Automatic,1,5.0,29.5,22.69,0.0,190.0,1995.0
Honda,City,Mumbai,2007,75000,Petrol,Manual,2,5.0,1.49,17.7,0.0,78.0,1497.0
Hyundai,i10,Pune,2013,54534,Petrol,Automatic,1,5.0,3.65,16.95,0.0,78.9,1197.0
Ford,Ecosport,Ahmedabad,2018,13000,Diesel,Manual,1,5.0,10.9,23.0,0.0,98.96,1498.0
Maruti,Celerio,Bangalore,2015,48808,Petrol,Manual,1,5.0,4.3,23.1,0.0,67.04,998.0
Maruti,Ertiga,Pune,2012,63001,Diesel,Manual,2,7.0,6.11,20.77,0.0,88.76,1248.0
Toyota,Innova,Hyderabad,2015,64771,Diesel,Manual,1,8.0,15.5,12.8,0.0,102.0,2494.0
Honda,City,Mumbai,2016,34634,Petrol,Manual,1,5.0,6.9,17.8,0.0,117.3,1497.0
Maruti,Swift,Bangalore,2012,69242,Petrol,Manual,1,5.0,4.69,19.1,0.0,85.8,1197.0
Maruti,Ritz,Kochi,2011,33292,Petrol,Manual,1,5.0,3.19,18.5,0.0,85.8,1197.0
Hyundai,i20,Pune,2012,55000,Petrol,Automatic,2,5.0,3.75,15.0,0.0,98.6,1396.0
Hyundai,i20,Pune,2019,1000,Petrol,Manual,1,5.0,8.6,17.19,0.0,81.86,1197.0
Honda,City,Chennai,2011,80000,Petrol,Manual,2,5.0,3.85,17.0,0.0,118.0,1497.0
Porsche,Cayenne,Coimbatore,2016,65003,Diesel,Automatic,1,5.0,67.83,13.6,0.0,382.0,4134.0
Honda,Amaze,Coimbatore,2019,16573,Petrol,Manual,1,5.0,9.31,17.8,0.0,86.7,1198.0
Honda,Civic,Pune,2008,152633,Petrol,Automatic,1,5.0,3.0,12.9,0.0,130.0,1799.0
Hyundai,i20,Bangalore,2015,53000,Petrol,Manual,1,5.0,5.5,18.6,0.0,81.83,1197.0
Hyundai,Creta,Hyderabad,2017,50129,Diesel,Manual,1,5.0,13.3,19.67,0.0,126.2,1582.0
Audi,Q3,Hyderabad,2013,63716,Diesel,Automatic,1,5.0,23.0,15.73,0.0,174.33,1968.0
Maruti,Alto,Mumbai,2018,11000,Petrol,Manual,1,5.0,3.35,24.7,0.0,47.3,796.0
BMW,X1,Chennai,2012,115000,Diesel,Automatic,3,5.0,10.0,15.06,0.0,177.0,1995.0
Hyundai,i10,Delhi,2013,63265,Petrol,Manual,1,5.0,2.95,20.36,0.0,78.9,1197.0
Volkswagen,Ameo,Pune,2016,20000,Diesel,Manual,1,5.0,6.75,21.66,0.0,108.62,1498.0
Volkswagen,Polo,Pune,2010,79000,Petrol,Manual,3,5.0,2.44,16.47,0.0,73.9,1198.0
Maruti,Ciaz,Mumbai,2015,41000,Petrol,Manual,1,5.0,5.85,20.73,0.0,91.1,1373.0
Volkswagen,Polo,Kochi,2015,26323,Petrol,Automatic,1,5.0,7.4,17.21,0.0,103.5,1197.0
Hyundai,Xcent,Pune,2016,76000,Diesel,Manual,1,5.0,3.8,24.4,0.0,71.0,1120.0
Honda,Civic,Hyderabad,2008,69972,Petrol,Manual,1,5.0,3.8,13.5,0.0,130.0,1799.0
Honda,City,Kolkata,2008,69000,Petrol,Manual,1,5.0,2.7,17.7,0.0,78.0,1497.0
Mahindra,Bolero,Jaipur,2016,65000,Diesel,Manual,1,7.0,7.21,15.96,0.0,62.1,2523.0
Honda,City,Hyderabad,2016,29512,Petrol,Manual,1,5.0,7.9,17.4,0.0,117.3,1497.0
Hyundai,Xcent,Kolkata,2017,51000,Diesel,Manual,1,5.0,4.2,25.4,0.0,73.97,1186.0
Renault,Duster,Mumbai,2014,58003,Diesel,Manual,1,5.0,5.75,19.01,0.0,108.45,1461.0
Maruti,A-Star,Hyderabad,2013,56500,Petrol,Automatic,1,5.0,3.45,16.98,0.0,66.1,998.0
Audi,A4,Bangalore,2014,29063,Diesel,Automatic,1,5.0,25.75,17.11,0.0,174.33,1968.0
Mahindra,XUV500,Coimbatore,2018,46811,Diesel,Manual,1,7.0,16.59,16.0,0.0,140.0,2179.0
Renault,Pulse,Coimbatore,2014,31897,Petrol,Manual,1,5.0,4.69,18.06,0.0,74.96,1198.0
BMW,3,Mumbai,2009,52100,Diesel,Automatic,2,5.0,7.5,13.2,0.0,170.0,1995.0
Toyota,Innova,Hyderabad,2016,73000,Diesel,Manual,1,7.0,16.5,13.68,0.0,147.8,2393.0
Honda,City,Kolkata,2009,31423,Petrol,Manual,1,5.0,1.99,17.0,0.0,118.0,1497.0
Maruti,Swift,Chennai,2014,75180,Diesel,Manual,1,5.0,5.25,22.9,0.0,74.0,1248.0
Renault,Duster,Mumbai,2013,75000,Diesel,Manual,2,5.0,5.4,19.64,0.0,108.45,1461.0
Volkswagen,Polo,Mumbai,2014,15000,Petrol,Manual,1,5.0,3.9,16.47,0.0,74.0,1198.0
Hyundai,i20,Mumbai,2015,12000,Petrol,Manual,1,5.0,5.8,17.19,0.0,81.86,1197.0
BMW,5,Pune,2014,32000,Diesel,Automatic,1,5.0,30.5,18.12,0.0,190.0,1995.0
Maruti,Swift,Hyderabad,2017,44504,Diesel,Manual,1,5.0,5.6,23.4,0.0,74.0,1248.0
Mercedes-Benz,M-Class,Ahmedabad,2012,66000,Diesel,Automatic,1,5.0,23.0,18.0,0.0,165.0,2987.0
Maruti,Swift,Jaipur,2015,39437,Diesel,Manual,1,5.0,5.15,28.4,0.0,74.0,1248.0
Hyundai,Verna,Coimbatore,2017,36931,Diesel,Automatic,1,5.0,9.48,19.08,0.0,126.2,1582.0
Tata,Nano,Bangalore,2016,17800,Petrol,Automatic,2,4.0,2.38,21.9,0.0,37.48,624.0
Maruti,Swift,Hyderabad,2009,71346,Petrol,Manual,1,5.0,3.8,17.5,0.0,85.8,1298.0
Hyundai,i20,Delhi,2015,45000,Petrol,Manual,2,5.0,5.5,18.6,0.0,81.83,1197.0
Hyundai,i20,Hyderabad,2010,85155,Petrol,Manual,1,5.0,3.55,17.0,0.0,80.0,1197.0
Maruti,Ciaz,Mumbai,2015,48823,Petrol,Manual,1,5.0,6.35,20.73,0.0,91.1,1373.0
Land,Rover,Delhi,2015,37000,Diesel,Automatic,1,5.0,36.0,12.7,0.0,187.7,2179.0
Tata,Indigo,Hyderabad,2005,92000,Diesel,Manual,2,5.0,1.1,16.1,0.0,70.0,1405.0
Tata,Zest,Mumbai,2014,36000,Petrol,Manual,1,5.0,3.7,17.57,0.0,88.7,1193.0
Mahindra,XUV500,Delhi,2016,24569,Diesel,Manual,1,7.0,13.5,16.0,0.0,140.0,1997.0
Honda,Accord,Mumbai,2008,95000,Petrol,Automatic,3,5.0,2.85,11.7,0.0,177.6,2354.0
Tata,Nano,Coimbatore,2015,25811,Petrol,Manual,2,4.0,2.13,25.4,0.0,37.5,624.0
Hyundai,Elantra,Ahmedabad,2015,65000,Diesel,Manual,1,5.0,7.75,22.7,0.0,126.2,1582.0
Tata,Indica,Chennai,2017,100400,Diesel,Manual,1,5.0,2.85,25.0,0.0,69.0,1396.0
Honda,Amaze,Jaipur,2014,76414,Diesel,Manual,1,5.0,4.95,25.8,0.0,98.6,1498.0
Mahindra,XUV500,Kochi,2012,82103,Diesel,Manual,1,7.0,6.2,15.1,0.0,140.0,2179.0
BMW,X3,Pune,2013,98000,Diesel,Automatic,1,5.0,17.5,18.56,0.0,190.0,1995.0
Hyundai,Grand,Pune,2010,45252,Petrol,Manual,1,5.0,2.25,18.9,0.0,81.86,1197.0
Maruti,Baleno,Delhi,2017,10300,Petrol,Manual,1,5.0,6.75,21.4,0.0,83.1,1197.0
Hyundai,Verna,Kochi,2016,42024,Diesel,Automatic,1,5.0,9.73,19.08,0.0,126.2,1582.0
Maruti,Ertiga,Kochi,2018,51236,Diesel,Manual,1,7.0,8.49,25.47,0.0,88.5,1248.0
Mini,Cooper,Mumbai,2013,52000,Petrol,Automatic,1,4.0,25.0,13.6,0.0,181.0,1598.0
Maruti,Ritz,Coimbatore,2015,42894,Diesel,Manual,1,5.0,5.59,23.2,0.0,73.94,1248.0
Skoda,Laura,Mumbai,2011,68000,Diesel,Automatic,1,5.0,4.8,15.6,0.0,106.0,1896.0
Ford,Ecosport,Delhi,2014,69000,Diesel,Manual,1,5.0,5.45,22.7,0.0,89.84,1498.0
Hyundai,i20,Pune,2017,10000,Petrol,Manual,1,5.0,6.5,18.6,0.0,81.83,1197.0
Honda,Brio,Chennai,2015,16000,Petrol,Manual,1,5.0,4.35,19.4,0.0,86.8,1198.0
Honda,Amaze,Kolkata,2013,46992,Diesel,Manual,1,5.0,3.75,25.8,0.0,98.6,1498.0
BMW,5,Pune,2010,170000,Diesel,Automatic,3,5.0,12.0,18.48,0.0,177.0,1995.0
Audi,Q7,Delhi,2014,58000,Diesel,Automatic,1,7.0,32.0,12.07,0.0,241.4,2967.0
Hyundai,Grand,Jaipur,2015,50000,Diesel,Manual,2,5.0,4.0,24.0,0.0,70.0,1120.0
Nissan,Micra,Kolkata,2011,39010,Diesel,Manual,1,5.0,2.6,23.08,0.0,63.1,1461.0
Hyundai,Grand,Jaipur,2016,26946,Petrol,Manual,1,5.0,4.45,18.9,0.0,82.0,1197.0
Hyundai,EON,Pune,2015,28700,Petrol,Manual,1,5.0,2.6,21.1,0.0,55.2,814.0
Mercedes-Benz,New,Chennai,2011,60000,Petrol,Automatic,1,5.0,16.0,11.74,0.0,186.0,1796.0
Land,Rover,Delhi,2014,38999,Diesel,Automatic,1,5.0,32.5,12.7,0.0,187.7,2179.0
Mahindra,Ssangyong,Mumbai,2016,39000,Diesel,Automatic,1,7.0,13.85,11.18,0.0,184.0,2696.0
Maruti,Ciaz,Coimbatore,2018,7784,Petrol,Manual,1,5.0,8.76,20.73,0.0,91.1,1373.0
Mercedes-Benz,R-Class,Kochi,2014,45710,Petrol,Automatic,1,7.0,23.68,11.8,0.0,272.0,3498.0
Maruti,Dzire,Chennai,2017,42000,Petrol,Automatic,1,5.0,5.5,22.0,0.0,81.8,1197.0
Land,Rover,Coimbatore,2013,75995,Diesel,Automatic,2,5.0,65.81,11.49,0.0,335.3,4367.0
Renault,Duster,Kolkata,2013,57000,Diesel,Manual,1,5.0,4.99,19.01,0.0,108.45,1461.0
Hyundai,Verna,Chennai,2013,85350,Diesel,Manual,2,5.0,5.7,22.32,0.0,126.32,1582.0
Toyota,Corolla,Coimbatore,2016,82725,Petrol,Automatic,1,5.0,11.99,14.28,0.0,138.03,1798.0
BMW,3,Mumbai,2016,19000,Diesel,Automatic,2,5.0,29.99,21.76,0.0,190.0,1995.0
Ford,EcoSport,Chennai,2018,13900,Petrol,Manual,1,5.0,9.5,18.88,0.0,110.4,1499.0
Maruti,Swift,Hyderabad,2014,108000,Diesel,Manual,1,5.0,5.5,25.2,0.0,74.0,1248.0
Hyundai,Santa,Bangalore,2016,36000,Diesel,Automatic,1,7.0,23.0,11.72,0.0,194.3,2199.0
Tata,Indica,Hyderabad,2013,62188,Diesel,Manual,1,5.0,2.95,17.2,0.0,53.5,1396.0
Hyundai,Grand,Kochi,2015,58397,Diesel,Manual,1,5.0,4.9,24.0,0.0,70.0,1120.0
Hyundai,Santro,Chennai,2006,85000,Petrol,Manual,3,5.0,1.3,18.0,0.0,110.0,1086.0
Maruti,Wagon,Delhi,2016,30000,Petrol,Automatic,1,5.0,4.25,22.5,0.0,67.0,998.0
Mahindra,XUV500,Kochi,2018,29907,Diesel,Manual,1,7.0,16.36,16.0,0.0,140.0,2179.0
Audi,A4,Kolkata,2009,46000,Diesel,Automatic,1,5.0,9.95,16.55,0.0,147.51,1968.0
Volkswagen,Vento,Bangalore,2012,65000,Diesel,Manual,1,5.0,5.5,20.54,0.0,103.6,1598.0
Maruti,Vitara,Delhi,2016,22000,Diesel,Manual,1,5.0,8.25,24.3,0.0,88.5,1248.0
Maruti,Zen,Chennai,2002,99024,Petrol,Manual,1,5.0,0.95,17.3,0.0,60.0,993.0
Hyundai,i10,Kochi,2016,34952,Petrol,Manual,1,5.0,4.01,19.81,0.0,68.05,1086.0
Honda,WR-V,Kochi,2019,13913,Petrol,Manual,1,5.0,8.2,17.5,0.0,88.7,1199.0
Honda,City,Chennai,2014,71000,Diesel,Manual,2,5.0,6.2,25.1,0.0,98.6,1498.0
Toyota,Fortuner,Chennai,2012,97000,Diesel,Automatic,1,7.0,16.75,11.5,0.0,169.0,2982.0
Mahindra,XUV500,Delhi,2017,21000,Diesel,Automatic,1,7.0,16.5,16.0,0.0,140.0,2179.0
Ford,Endeavour,Mumbai,2007,116000,Diesel,Manual,3,7.0,3.75,10.9,0.0,110.0,2499.0
Ford,Figo,Kolkata,2012,110438,Diesel,Manual,1,5.0,3.5,20.0,0.0,68.05,1399.0
Honda,Jazz,Coimbatore,2017,66507,Petrol,Automatic,2,5.0,5.43,19.0,0.0,88.7,1199.0
Ford,Endeavour,Coimbatore,2017,54650,Diesel,Automatic,1,7.0,30.35,10.91,0.0,197.0,3198.0
Nissan,Sunny,Hyderabad,2014,32000,Petrol,Automatic,1,5.0,7.99,17.97,0.0,99.6,1498.0
Skoda,Octavia,Coimbatore,2011,75378,Diesel,Manual,1,5.0,3.59,18.7,0.0,66.0,1896.0
Chevrolet,Beat,Chennai,2012,82697,Diesel,Manual,1,5.0,1.9,25.44,0.0,57.6,936.0
Toyota,Camry,Chennai,2009,135000,Petrol,Automatic,1,5.0,4.7,12.1,0.0,164.7,2362.0
Renault,Duster,Chennai,2012,149000,Diesel,Manual,1,5.0,7.25,19.01,0.0,108.45,1461.0
Mercedes-Benz,GLA,Kochi,2016,26212,Diesel,Automatic,1,5.0,24.46,17.9,0.0,136.0,2143.0
Tata,Zest,Pune,2014,23500,Petrol,Manual,2,5.0,3.9,17.57,0.0,88.7,1193.0
Hyundai,i20,Coimbatore,2013,56127,Petrol,Manual,1,5.0,5.15,18.5,0.0,80.0,1197.0
Maruti,Wagon,Mumbai,2015,26000,Petrol,Automatic,1,5.0,3.65,21.5,0.0,81.8,1197.0
Hyundai,Xcent,Kolkata,2016,26000,Diesel,Manual,1,5.0,5.0,25.4,0.0,73.97,1186.0
Honda,City,Kolkata,2009,42000,Petrol,Manual,1,5.0,2.3,17.0,0.0,118.0,1497.0
Hyundai,Accent,Pune,2001,130000,Petrol,Manual,2,5.0,0.75,13.2,0.0,94.0,1495.0
Hyundai,Verna,Kochi,2009,137148,Petrol,Manual,2,5.0,1.85,13.9,0.0,103.2,1599.0
Ford,Figo,Kolkata,2010,114703,Petrol,Manual,1,5.0,1.8,15.6,0.0,70.0,1196.0
Honda,Amaze,Kochi,2014,97439,Diesel,Manual,1,5.0,4.41,25.8,0.0,98.6,1498.0
Maruti,Wagon,Chennai,2006,40000,Petrol,Manual,1,5.0,2.0,18.9,0.0,67.1,998.0
Maruti,Swift,Hyderabad,2014,81609,Diesel,Manual,1,5.0,5.55,17.8,0.0,110.0,1248.0
Mercedes-Benz,E-Class,Bangalore,2014,28000,Diesel,Automatic,1,5.0,31.75,13.0,0.0,258.0,2987.0
Audi,A6,Bangalore,2015,37500,Diesel,Automatic,1,5.0,32.0,17.68,0.0,174.33,1968.0
Mercedes-Benz,S,Hyderabad,2010,37000,Diesel,Automatic,1,5.0,21.0,13.5,0.0,282.0,2987.0
Maruti,Swift,Ahmedabad,2010,83000,Diesel,Manual,1,5.0,2.75,19.3,0.0,73.9,1248.0
Toyota,Corolla,Coimbatore,2005,79012,Petrol,Manual,1,5.0,2.64,13.4,0.0,125.0,1794.0
Mahindra,Scorpio,Kochi,2018,27395,Diesel,Manual,1,7.0,14.19,15.4,0.0,120.0,2179.0
Maruti,Wagon,Jaipur,2017,35362,Petrol,Manual,1,5.0,3.85,22.5,0.0,67.04,998.0
Toyota,Fortuner,Delhi,2014,117000,Diesel,Manual,1,7.0,15.5,13.0,0.0,168.5,2982.0
Maruti,Zen,Mumbai,2010,23000,Petrol,Manual,1,5.0,1.9,18.2,0.0,64.0,1061.0
Tata,Nano,Kochi,2014,59508,Petrol,Manual,1,4.0,1.26,25.4,0.0,37.48,624.0
Hyundai,i20,Chennai,2009,69000,Petrol,Manual,2,5.0,2.4,18.5,0.0,80.0,1197.0
BMW,3,Bangalore,2010,58000,Diesel,Automatic,1,5.0,11.5,22.69,0.0,190.0,1995.0
Mahindra,XUV500,Jaipur,2014,88511,Diesel,Manual,1,7.0,8.25,16.0,0.0,140.0,2179.0
Volkswagen,Vento,Pune,2011,66000,Petrol,Manual,1,5.0,2.75,15.8,0.0,105.0,1598.0
Skoda,Fabia,Delhi,2009,65000,Petrol,Manual,2,5.0,1.4,17.5,0.0,70.0,1198.0
Tata,Nano,Coimbatore,2015,30676,Petrol,Manual,1,4.0,2.9,25.4,0.0,37.5,624.0
Ford,Figo,Chennai,2011,76000,Diesel,Manual,1,5.0,2.4,20.0,0.0,68.0,1399.0
Volkswagen,Vento,Pune,2013,23627,Petrol,Automatic,1,5.0,4.75,14.8,0.0,105.0,1598.0
Land,Rover,Kochi,2018,52827,Diesel,Automatic,1,5.0,44.76,12.7,0.0,187.7,2179.0
Honda,City,Kochi,2015,64465,Diesel,Manual,1,5.0,6.22,26.0,0.0,98.6,1498.0
Renault,KWID,Chennai,2018,14000,Petrol,Automatic,1,5.0,4.5,22.5,0.0,67.0,999.0
Hyundai,Grand,Mumbai,2015,26000,Petrol,Manual,1,5.0,4.25,18.9,0.0,82.0,1197.0
Chevrolet,Cruze,Hyderabad,2011,78203,Diesel,Automatic,1,4.0,5.5,18.1,0.0,147.9,1991.0
Hyundai,i20,Mumbai,2017,27000,Diesel,Manual,1,5.0,6.95,22.54,0.0,88.73,1396.0
Maruti,Alto,Coimbatore,2018,31919,Petrol,Automatic,1,5.0,4.56,24.07,0.0,67.1,998.0
Hyundai,Creta,Coimbatore,2016,47392,Diesel,Manual,1,5.0,13.82,20.5,0.0,126.2,1582.0
